,DOI,Paper title,Abstract,Journal,URL,Functions,PDF,Press release,publisher
544,,,,"The Hidden Powers of Animals: Uncovering the Secrets of Nature,Molecular Biology and Evolution",https://pubmed.ncbi.nlm.nih.gov/17703050/,Attach permanently,,,pubmed
545,,,,Plant and Cell Physiology,https://pubmed.ncbi.nlm.nih.gov/17504814/,Modify position,,,pubmed
546,,,,Photosynthesis Research,https://pubmed.ncbi.nlm.nih.gov/17497225/,"""Capture, absorb, or filter chemical entities"",""Capture, absorb, or filter gases""",,,pubmed
547,,,,Current Opinion in Biotechnology,https://pubmed.ncbi.nlm.nih.gov/17493798/,Chemically break down organic compounds,,,pubmed
548,,,,"Current Issues in Molecular Biology,Journal of Polymers and the Environment",https://pubmed.ncbi.nlm.nih.gov/17263145/,Chemically assemble polymers,,,pubmed
549,,,,The Journal of Biochemistry,https://pubmed.ncbi.nlm.nih.gov/16963787/,Send light signals in the visible spectrum,,,pubmed
550,,,,Microbial Ecology,https://pubmed.ncbi.nlm.nih.gov/16944346/,Chemically break down organic compounds,,,pubmed
551,,,,Molecular BioSystems,https://pubmed.ncbi.nlm.nih.gov/16880983/,,,,pubmed
553,,,,Physical Review E,https://pubmed.ncbi.nlm.nih.gov/16711845/,"Send light signals in the visible spectrum,Transform radiant energy (light)",,,pubmed
554,,,,Plant Physiology,https://pubmed.ncbi.nlm.nih.gov/16461386/,"Send light signals in the non-visible spectrum,Transform thermal energy",,,pubmed
555,,,,Annals of Botany,https://pubmed.ncbi.nlm.nih.gov/16287905/,"Disperse seeds,Distribute solids",,,pubmed
556,,,,Physical Review E,https://pubmed.ncbi.nlm.nih.gov/15697629/,Protect from light,,https://www.newscientist.com/article/mg19626285-100-slap-on-the-edelweiss-for-the-ultimate-sunscreen/,pubmed
558,,,,Journal of Comparative Physiology B,https://pubmed.ncbi.nlm.nih.gov/15578188/,"Cycle nutrients,Expel gases,Maintain homeostasis,Modify phase,Protect from chemicals",,,pubmed
559,,,,"How Life Learned to Live: Adaptation in Nature,Naturwissenschaften",https://pubmed.ncbi.nlm.nih.gov/15257392/,"Physically assemble structure,Sense shape and pattern in a living system",,,pubmed
560,,,,Journal of Morphology,https://pubmed.ncbi.nlm.nih.gov/15164371/,"Move in/on liquids,Store energy",,,pubmed
561,,,,Naturwissenschaften,https://pubmed.ncbi.nlm.nih.gov/14740100/,"Optimize shape/materials,Sense light (visible spectrum) from the environment",,,pubmed
562,,,,Science,https://pubmed.ncbi.nlm.nih.gov/14716016/,Modify light/color,,https://issuu.com/eggermont/docs/zq_issue_04_final/10?e=15278665/11095718,pubmed
563,,,,Rapid Commun Mass Spectrom.,https://pubmed.ncbi.nlm.nih.gov/12717761/,"Protect from light,Protect from loss of liquids",,,pubmed
564,,,,Plant Physiology,https://pubmed.ncbi.nlm.nih.gov/12231662/,"Modify material characteristics,Protect from temperature",,https://www.newscientist.com/article/mg13818692-400-science-how-plants-prepare-for-the-cold-of-night/,pubmed
565,,,,Science,https://pubmed.ncbi.nlm.nih.gov/11935026/,"""Send chemical signals (odor, taste, etc.)""",,,pubmed
566,,,,Biosensors and Bioelectronics,https://pubmed.ncbi.nlm.nih.gov/11849930/,"Modify light/color,Protect from animals,Protect from light,Protect from temperature,""Sense chemicals (odor, taste, etc.) from the environment""",,https://www.newscientist.com/article/mg17323323-900-amphibian-detectives/,pubmed
567,,,,"Journal of Investigative Dermatology,The grand design: Form and colour in animals",https://pubmed.ncbi.nlm.nih.gov/11676819/,Physically assemble structure,,,pubmed
568,,,,"Comparative Biomechanics: Life's Physical World,Journal of Experimental Botany",https://pubmed.ncbi.nlm.nih.gov/11141182/,Protect from wind,,,pubmed
569,,,,"Planta,Environmental Pollution and Plant Responses",https://pubmed.ncbi.nlm.nih.gov/10750904/,"Expel gases,""Capture, absorb, or filter chemical entities""",,,pubmed
570,,,,"Comparative Biomechanics: Life's Physical World,Journal of Experimental Biology (JEB)",https://pubmed.ncbi.nlm.nih.gov/9787125/,Prevent buckling,,,pubmed
571,,,,"The Hidden Powers of Animals: Uncovering the Secrets of Nature,Journal of Experimental Biology (JEB)",https://pubmed.ncbi.nlm.nih.gov/9547323/,"Sense light (non-visible spectrum) from the environment,Sense light (visible spectrum) from the environment,Sense shape and pattern in a living system,Transduce/convert signals",,,pubmed
573,,,,"Comparative Biomechanics: Life's Physical World,Journal of Experimental Biology (JEB)",https://pubmed.ncbi.nlm.nih.gov/1159370/,"Store energy,Transform mechanical energy",,,pubmed
635,,,,"Environmental Science and Pollution Research,Chemosphere,Frontiers in Microbiology",https://link.springer.com/article/10.1065/espr2004.08.213,"Cooperate/compete between different species,Chemically break down organic compounds",,https://www.sciencedaily.com/releases/2013/09/130918181104.htm,springer
637,,,,"Planta,Mycopathologica",https://link.springer.com/article/10.1023/A:1023334628751,Protect from fungi,,,springer
638,,,,"Photosynthesis Research,Carbon Dioxide Fixation",https://link.springer.com/article/10.1023/A:1022421515027,"Catalyze chemical breakdown,Chemically assemble organic compounds,Chemically break down inorganic compounds",,,springer
645,,,,"Journal of Bionic Engineering,Beilstein Journal of Nanotechnology",https://link.springer.com/article/10.1016%2FS1672-6529%2811%2960018-8,Sense light (non-visible spectrum) from the environment,,,springer
650,,,,"Ecosystems,Scientific American,Nature",https://link.springer.com/article/10.1007%2Fs100219900038,,,"https://hbr.org/2001/05/swarm-intelligence-a-whole-new-way-to-think-about-business
https://www.scientificamerican.com/article/swarm-smarts-2008-02/",springer
653,,,,"Planta,Functional Plant Biology",https://link.springer.com/article/10.1007%2Fs004250100576,Modify material characteristics,,,springer
658,,,,"Arthropod-Plant Interactions,Current Biology",https://link.springer.com/article/10.1007%2Fs11829-007-9002-7,Respond to signals,,,springer
664,,,,"Microfluidics and Nanofluidics,PNAS",https://link.springer.com/article/10.1007%2Fs10404-007-0163-6,"Distribute gases,Distribute liquids",,,springer
665,,,,"Journal of Ethology,Arthropod Structure & Development",https://link.springer.com/article/10.1007%2Fs10164-010-0222-4,"Attach temporarily,Move in/on solids,""Capture, absorb, or filter organisms""",,http://news.bbc.co.uk/earth/hi/earth_news/newsid_8795000/8795703.stm,springer
674,,,,"Histochemistry and Cell Biology,Gene",https://link.springer.com/article/10.1007%2Fs00418-011-0904-1,"Distribute liquids,Distribute solids,Expel liquids,Expel solids,Protect from dirt/solids,Protect from excess liquids,Protect from microbes,Regulate cellular processes,Regulate reproduction or growth",,,springer
692,,,,"Zoomorphology,Annual Review of Entomology",https://link.springer.com/article/10.1007%2FBF01632816,"Modify position,Modify size/shape/mass/volume",,,springer
701,,,,"Marine Biology,Marine & Freshwater Research",https://link.springer.com/article/10.1007%2FBF00346343,Protect from light,,,springer
703,,,,"Comparative Biomechanics: Life's Physical World,Materials Science and Engineering,Zeitschrift für Zellforschung und Mikroskopische Anatomie",https://link.springer.com/article/10.1007%2FBF00340948,"Break down living materials,Break down non-living materials,Modify material characteristics",,,springer
704,,,,"Comparative Biomechanics: Life's Physical World,Zeitschrift für Zellforschung und Mikroskopische Anatomie,Materials Science and Engineering",https://link.springer.com/article/10.1007%2FBF00340948,"Break down living materials,Break down non-living materials,Modify material characteristics",,,springer
776,,,,"How Life Learned to Live: Adaptation in Nature,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/jexbio/203/23/3585.full.pdf,"Manage compression,Modify buoyancy,Modify position,Move in/on liquids",,,jeb
780,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/216/7/1152,"""Capture, absorb, or filter organisms"",""Capture, absorb, or filter solids""",,https://whalesandmarinefauna.wordpress.com/2013/03/14/whales-filter-feed-with-a-tangled-hair-like-net/,jeb
782,,,,"Journal of Experimental Biology (JEB),Journal of the Royal Society Interface,Journal of Comparative Physiology A",https://jeb.biologists.org/content/215/22/3965,"Attach temporarily,Protect from dirt/solids",,,jeb
783,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/215/12/2072,"Attach temporarily,Modify material characteristics,Move in/on solids",,,jeb
784,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/215/9/1502,"Manage impact,Manage mechanical wear,Prevent fracture/rupture",,,jeb
785,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/215/9/1502,"Manage compression,Manage impact,Manage mechanical wear",,,jeb
787,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/214/23/3960,Modify light/color,,,jeb
788,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/214/22/3850,"Maintain homeostasis,Protect from temperature",,,jeb
789,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/214/13/2215.short,Navigate through air,,,jeb
790,,,,"Comparative Biomechanics: Life's Physical World,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/214/13/2175,"Store gases,""Capture, absorb, or filter gases""",,https://naturesraincoats.com/,jeb
791,,,,"Journal of Experimental Biology (JEB),International Review of Cell and Molecular Biology",https://jeb.biologists.org/content/214/12/2047,"Chemically assemble mineral crystals,Physically assemble structure",,,jeb
792,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/214/6/915,"Expel liquids,Manage compression,Manage impact,Protect from animals",,,jeb
793,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/214/5/848,"Distribute liquids,Expel liquids,Protect from ice",,,jeb
794,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/214/4/521,"Attach permanently,Move in/on solids,Move in/through gases,Store energy",,,jeb
795,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/213/23/4092,"Chemically assemble mineral crystals,Regulate reproduction or growth",,,jeb
796,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/213/22/3920,"Attach temporarily,Move in/on solids",,,jeb
797,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/213/20/3457,Protect from dirt/solids,,,jeb
800,,,,"Journal of Experimental Biology (JEB),The Hidden Powers of Animals: Uncovering the Secrets of Nature",https://jeb.biologists.org/content/213/17/2967,Move in/on liquids,,,jeb
801,,,,"Journal of Experimental Biology (JEB),PLOS One,2013 MTS/IEEE Oceans",https://jeb.biologists.org/content/213/15/2665,"Move in/on liquids,Move in/through gases",,,jeb
802,,,,JEB,https://jeb.biologists.org/content/213/10/1731,"Modify light/color,Send light signals in the visible spectrum",,,jeb
803,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/213/10/1697,Adapt behaviors,,,jeb
805,,,,"The Private Life of Plants,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/213/7/1115,"""Capture, absorb, or filter organisms""",,https://issuu.com/eggermont/docs/zq3/11?e=15278665/11095447,jeb
807,,,,"Journal of Experimental Biology (JEB),American Journal of Physiology",https://jeb.biologists.org/content/213/5/683,"Maintain homeostasis,""Modify concentration (of ions, solutes, etc)""",,,jeb
808,,,,"The grand design: Form and colour in animals,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/213/5/673,"Attach temporarily,Distribute liquids,""Capture, absorb, or filter organisms""",,,jeb
809,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/213/4/635,,,,jeb
810,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/213/3/469,"Distribute energy,Move in/through gases",,https://issuu.com/eggermont/docs/zq_issue_10_final/8,jeb
811,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/213/2/339,"Attach permanently,Manage impact,Manage tension",,,jeb
812,,,,"Journal of Experimental Biology (JEB),Endocrinology",https://jeb.biologists.org/content/213/2/288,"""Capture, absorb, or filter liquids""",,,jeb
813,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/212/24/4010,Sense light (visible spectrum) from the environment,,,jeb
814,,,,"Journal of Experimental Biology (JEB),Science",https://jeb.biologists.org/content/212/24/4002,"Protect from animals,Transform mechanical energy,""Capture, absorb, or filter organisms""",,,jeb
815,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/212/22/3621,,,,jeb
816,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/212/21/3448,Protect from temperature,,https://passel2.unl.edu/view/lesson/c242ac4fbaaf,jeb
817,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/212/21/3440,Maintain homeostasis,,,jeb
818,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/212/21/3440,Manage compression,,,jeb
819,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/212/19/3184,"Attach permanently,""Capture, absorb, or filter organisms""",,https://jeb.biologists.org/content/212/19/ii.2,jeb
820,,,,"Journal of Experimental Biology (JEB),Physical Review Letters,Mycologia",https://jeb.biologists.org/content/212/17/2835,"Distribute solids,""Capture, absorb, or filter liquids""",,,jeb
822,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/212/3/429,Protect from temperature,,,jeb
824,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/210/19/3319,"Manage compression,Manage impact,Manage tension",,,jeb
825,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/210/17/3075,"Modify light/color,Protect from animals",,,jeb
826,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/210/15/2593,Move in/through gases,,,jeb
827,,,,"Journal of Experimental Biology (JEB),Proceedings of the Royal Society B,Journal of Anatomy",https://jeb.biologists.org/content/210/14/2548,Move in/on solids,,https://jeb.biologists.org/content/210/8/i.1,jeb
828,,,,"The Hidden Powers of Animals: Uncovering the Secrets of Nature,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/210/13/2300,"Navigate through air,Sense electricity/magnetism from the environment",,,jeb
829,,,,"Journal of Experimental Biology (JEB),Integrative and Comparative Biology",https://jeb.biologists.org/content/210/13/2253,"Maintain homeostasis,Protect from loss of gases",,https://www.newscientist.com/article/mg19426095-400-killifish-can-survive-without-oxygen-for-60-days/,jeb
830,,,,"Journal of Experimental Biology (JEB),The Hidden Powers of Animals: Uncovering the Secrets of Nature",https://jeb.biologists.org/content/210/13/2244,"Send electrical/magnetic signals,Sense electricity/magnetism from the environment",,https://www.eurekalert.org/pub_releases/2018-06/uota-fuo_1061818.php,jeb
831,,,,"Comparative Biomechanics: Life's Physical World,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/210/13/2231,Prevent fracture/rupture,,,jeb
832,,,,"Journal of Experimental Biology (JEB),Journal of Mammalogy",https://jeb.biologists.org/content/209/5/938,"Distribute gases,Protect from dirt/solids,Protect from loss of gases",,,jeb
833,,,,"Journal of Experimental Biology (JEB),Science",https://jeb.biologists.org/content/209/4/748,"Modify light/color,Send light signals in the visible spectrum",,,jeb
835,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/209/2/202,Protect from loss of liquids,,http://connection.ebscohost.com/c/articles/4358986/fragile-world-frogs,jeb
836,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/209/2/202,"Protect from fungi,Protect from loss of liquids,Protect from microbes",,,jeb
837,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/209/2/202,Protect from loss of liquids,,,jeb
838,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/208/23/4467,"Modify phase,Protect from temperature",,,jeb
839,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/208/18/3609.abstract,Protect from microbes,,,jeb
842,,,,"The grand design: Form and colour in animals,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/208/8/1445,Move in/on liquids,,,jeb
843,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/207/26/4633,Protect from temperature,,,jeb
844,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/207/24/4283,"""Sense chemicals (odor, taste, etc.) from the environment""",,,jeb
845,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/207/24/4249,"Sense light (non-visible spectrum) from the environment,Sense light (visible spectrum) from the environment,Sense shape and pattern in a living system",,https://jeb.biologists.org/content/213/2/i.2,jeb
846,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/207/18/3131,"Maintain homeostasis,Protect from loss of gases",,,jeb
847,,,,"Courtesy of the Biomimicry Guild,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/207/7/1127,"Attach temporarily,Modify material characteristics",,,jeb
848,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/207/7/1063,Move in/through gases,,,jeb
849,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/206/23/4217,"Protect from temperature,Sense temperature cues from the environment,Transform thermal energy",,,jeb
850,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/205/5/651,"Maintain homeostasis,Protect from chemicals",,,jeb
851,,,,"Comparative Biomechanics: Life's Physical World,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/203/18/2757,"Move in/on solids,Optimize shape/materials",,,jeb
852,,,,"Comparative Biomechanics: Life's Physical World,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/202/23/3315,"Manage impact,Store energy",,,jeb
853,,,,"Comparative Biomechanics: Life's Physical World,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/202/23/3305,"Manage tension,Prevent fracture/rupture",,,jeb
854,,,,"The grand design: Form and colour in animals,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/202/20/2727.long,Sense sound and other vibrations from the environment,,,jeb
855,,,,"Journal of Experimental Biology (JEB),Journal of Cell Science",https://jeb.biologists.org/content/202/3/301,"Chemically assemble organic compounds,""Modify solubility (dissolving, emulsifying, precipitating, crystallizing)""",,,jeb
858,,,,"The Design in Nature,Journal of Experimental Biology (JEB),Physics Today",https://jeb.biologists.org/content/200/3/557,Modify speed,,,jeb
859,,,,"Comparative Biomechanics: Life's Physical World,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/199/4/1005,Manage tension,,,jeb
861,,,,"Comparative Biomechanics: Life's Physical World,Fluid Dynamics in Biology,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/193/1/233,"Adapt behaviors,Move in/on liquids,Optimize shape/materials,Physically assemble structure,""Capture, absorb, or filter solids""",,,jeb
862,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/192/1/45,Move in/on liquids,,,jeb
863,,,,"Comparative Biomechanics: Life's Physical World,Journal of Experimental Biology (JEB),Science",https://jeb.biologists.org/content/163/1/1.short,Move in/on solids,,,jeb
864,,,,"Comparative Biomechanics: Life's Physical World,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/159/1/165,"Modify position,Modify size/shape/mass/volume,Move in/on liquids,""Capture, absorb, or filter organisms""",,,jeb
865,,,,"Journal of Experimental Biology (JEB),The grand design: Form and colour in animals,Comparative Biomechanics: Life's Physical World",https://jeb.biologists.org/content/152/1/243.short,"Send sound signals,Move in/on solids,Attach temporarily",,,jeb
866,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/152/1/41,"Navigate through air,Protect from animals,Respond to signals,Sense sound and other vibrations from the environment",,,jeb
867,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/134/1/313,Move in/on liquids,,,jeb
868,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/113/1/447.abstract,"Protect from loss of liquids,""Capture, absorb, or filter liquids""",,,jeb
869,,,,"Journal of Experimental Biology (JEB),Comparative Biomechanics: Life's Physical World",https://jeb.biologists.org/content/88/1/1,"Move in/on liquids,Transform mechanical energy,""Capture, absorb, or filter organisms""",,,jeb
870,,,,"Comparative Biomechanics: Life's Physical World,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/69/1/127,"Modify position,""Capture, absorb, or filter organisms""",,,jeb
871,,,,"The Biology of Mangroves and Seagrasses,Journal of Experimental Biology (JEB)",https://jeb.biologists.org/content/38/3/659,Maintain homeostasis,,,jeb
872,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/31/4/491,"""Capture, absorb, or filter liquids""",,,jeb
873,,,,Journal of Experimental Biology (JEB),https://jeb.biologists.org/content/21/3-4/97,"Modify material characteristics,Protect from excess liquids,Protect from loss of liquids",,,jeb
1025,,,,,https://jeb.biologists.org/content/221/4/jeb173047?etoc,,,,jeb
1026,,,,,https://pubmed.ncbi.nlm.nih.gov/28539457/,,,,pubmed
1030,,,,,https://www.pnas.org/content/116/17/8149,,,https://www.sciencedaily.com/releases/2019/04/190422100945.htm,pnas
1059,,,,,https://www.nature.com/articles/ncomms12289?WT.ec_id=NCOMMS-20160727&spMailingID=51921378&spUserID=ODkwMTM2NjQyNgS2&spJobID=963893045&spReportId=OTYzODkzMDQ1S0,,,,nature
1060,,,,,https://www.pnas.org/content/114/22/5624,,,https://www.newscientist.com/article/2131109-ladybirds-transparent-shell-reveals-how-it-folds-its-wings/,pnas
1068,,,,,https://jeb.biologists.org/content/219/22/3597,,,,jeb
1072,,,,,https://jeb.biologists.org/content/214/22/i.1,,,,jeb
1074,,,,,https://jeb.biologists.org/content/223/3/jeb214809,,,,jeb
1085,,,,,https://www.nature.com/articles/s41396-019-0494-9,,,https://www.sciencedaily.com/releases/2019/10/191011095910.htm,nature
1088,,,,,https://www.nature.com/articles/srep26889,,,https://www.sciencedaily.com/releases/2016/06/160601151935.htm,nature
1130,,,,,https://www.nature.com/articles/s41467-020-16578-x,,,https://www.sciencedaily.com/releases/2020/06/200601072957.htm,nature
1132,,,,,https://www.nature.com/articles/s41467-020-16576-z,,,https://www.sciencedaily.com/releases/2020/06/200603100514.htm,nature
1134,,,,,https://www.nature.com/articles/s41467-020-16600-2,,,https://www.sciencedaily.com/releases/2020/06/200605132429.htm,nature
1136,,,,,https://www.nature.com/articles/s41586-020-2369-7,,,"https://www.sciencedaily.com/releases/2020/06/200603132514.htm

https://www.folio.ca/respiratory-virus-builds-doorbell-to-trick-its-way-into-cells-researchers-find/",nature
1178,,,,,https://www.pnas.org/content/116/49/24457.short?rss=1,,,https://3dprintingindustry.com/news/3d-printed-biomimicry-of-bone-yields-important-discovery-for-lightweight-and-durable-engineering-166245/,pnas
1184,,,,,https://www.nature.com/articles/s41467-020-15033-1,,,https://www.sciencedaily.com/releases/2020/03/200310124715.htm,nature
1185,,,,,https://www.nature.com/articles/s41467-019-08891-x,,,https://www.sciencedaily.com/releases/2019/03/190306152406.htm,nature
1186,,,,,https://www.pnas.org/content/early/2017/06/26/1703454114.full,,,https://www.sciencealert.com/how-bee-brains-could-help-your-camera-take-better-photos,pnas
